token,count,files,category,registered,builtin_allowed,baseline_allowed,first_file,first_line,first_context
RUSTDOCFLAGS,2,2,registered,true,false,false,.github/workflows/ci.yml,33,"RUSTDOCFLAGS: ""-D warnings"""
SCHEMA,2,1,needs_registry_or_waiver,false,false,false,xtask/src/main.rs,150,const REQUIRED_SCHEMA_MARKERS: &[&str] = &[
SCK,2,2,needs_registry_or_waiver,false,false,false,data/thinfilm/source_verification.csv,2,"poughon2021,Poughon et al.,Photobioreactor Limnospira indica Growth Model,10.3389/fspas.2021.700277,verified_against_frontiers_and_sckcen,""Frontiers and SCK CEN records confirm title, journal, volume, article number, and DOI."""
SEQ-007,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,3,"PORT_STATUS_RELEASE_GATE.csv:row_0025,app_resolve_coplanar,foa_app_ast_app_resolve_coplanar,""Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_al"
SEQ-036,2,1,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/m07_formula_family_classifier.csv,377,"PORT_STATUS_RELEASE_GATE.csv:row_0394,ch5::gauss_original,foa_ch05_ast_gauss_original,""Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/name"
SEQ-065,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,124,"PORT_STATUS_RELEASE_GATE.csv:row_0515,astro_mutual_twobody_center_of_mass,astro_mutual_twobody_center_of_mass,source_scilab/curtis_section09_numerical_algorithms/src/astro_mutual_twobody_center_of_mass.sci,iterative_solver,blocked_until_sol"
SEQ-066,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,125,"PORT_STATUS_RELEASE_GATE.csv:row_0516,astro_mutual_twobody_rates,astro_mutual_twobody_rates,source_scilab/curtis_section09_numerical_algorithms/src/astro_mutual_twobody_rates.sci,iterative_solver,blocked_until_solver_policy,generic numerica"
SEQ-067,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,126,"PORT_STATUS_RELEASE_GATE.csv:row_0517,astro_nbody_center_of_mass,astro_nbody_center_of_mass,source_scilab/curtis_section09_numerical_algorithms/src/astro_nbody_center_of_mass.sci,iterative_solver,blocked_until_solver_policy,generic numerica"
SEQ-068,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,127,"PORT_STATUS_RELEASE_GATE.csv:row_0518,astro_nbody_rates,astro_nbody_rates,source_scilab/curtis_section09_numerical_algorithms/src/astro_nbody_rates.sci,iterative_solver,blocked_until_solver_policy,generic numerical algorithms and toy dynami"
SEQ-069,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,128,"PORT_STATUS_RELEASE_GATE.csv:row_0519,astro_print_orbit_summary,astro_print_orbit_summary,source_scilab/curtis_section09_numerical_algorithms/src/astro_print_orbit_summary.sci,ambiguous_source_or_contract,do_not_import,generic numerical alg"
SEQ-070,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,129,"PORT_STATUS_RELEASE_GATE.csv:row_0520,astro_propagate_two_body_rk4,astro_propagate_two_body_rk4,source_scilab/curtis_section09_numerical_algorithms/src/astro_propagate_two_body_rk4.sci,iterative_solver,blocked_until_solver_policy,generic nu"
SEQ-071,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,130,"PORT_STATUS_RELEASE_GATE.csv:row_0521,astro_propagate_two_body_rkf45,astro_propagate_two_body_rkf45,source_scilab/curtis_section09_numerical_algorithms/src/astro_propagate_two_body_rkf45.sci,iterative_solver,blocked_until_solver_policy,gene"
SEQ-072,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,131,"PORT_STATUS_RELEASE_GATE.csv:row_0522,astro_radial_gravity_rates,astro_radial_gravity_rates,source_scilab/curtis_section09_numerical_algorithms/src/astro_radial_gravity_rates.sci,iterative_solver,blocked_until_solver_policy,generic numerica"
SEQ-073,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,132,"PORT_STATUS_RELEASE_GATE.csv:row_0523,astro_state_minmax_radius,astro_state_minmax_radius,source_scilab/curtis_section09_numerical_algorithms/src/astro_state_minmax_radius.sci,iterative_solver,blocked_until_solver_policy,generic numerical a"
SEQ-075,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,133,"PORT_STATUS_RELEASE_GATE.csv:row_0525,astro_two_body_energy,astro_two_body_energy,source_scilab/curtis_section09_numerical_algorithms/src/astro_two_body_energy.sci,iterative_solver,blocked_until_solver_policy,generic numerical algorithms an"
SEQ-076,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,134,"PORT_STATUS_RELEASE_GATE.csv:row_0526,astro_two_body_hvec,astro_two_body_hvec,source_scilab/curtis_section09_numerical_algorithms/src/astro_two_body_hvec.sci,iterative_solver,blocked_until_solver_policy,generic numerical algorithms and toy "
SEQ-077,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,135,"PORT_STATUS_RELEASE_GATE.csv:row_0527,astro_two_body_orbital_elements_basic,astro_two_body_orbital_elements_basic,source_scilab/curtis_section09_numerical_algorithms/src/astro_two_body_orbital_elements_basic.sci,iterative_solver,blocked_unt"
SEQ-078,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,136,"PORT_STATUS_RELEASE_GATE.csv:row_0528,astro_two_body_rates,astro_two_body_rates,source_scilab/curtis_section09_numerical_algorithms/src/astro_two_body_rates.sci,iterative_solver,blocked_until_solver_policy,generic numerical algorithms and t"
SEQ-080,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,329,"PORT_STATUS_RELEASE_GATE.csv:row_0927,cr3bp_collinear_bracket,bisect_scalar,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_cr3bp_"
SEQ-084,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,314,"PORT_STATUS_RELEASE_GATE.csv:row_0912,cr3bp_c_for_zero_velocity_at_point,cr3bp_C_for_zero_velocity_at_point,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_secti"
SEQ-085,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,302,"PORT_STATUS_RELEASE_GATE.csv:row_0900,cr3bp_accel_2d,cr3bp_accel_2d,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_cr3bp_scilab/s"
SEQ-086,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,303,"PORT_STATUS_RELEASE_GATE.csv:row_0901,cr3bp_accel_3d,cr3bp_accel_3d,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_cr3bp_scilab/s"
SEQ-087,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,315,"PORT_STATUS_RELEASE_GATE.csv:row_0913,cr3bp_allowed_region,cr3bp_allowed_region,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_cr"
SEQ-088,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,323,"PORT_STATUS_RELEASE_GATE.csv:row_0921,cr3bp_bisect_collinear,cr3bp_bisect_collinear,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curti"
SEQ-089,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,316,"PORT_STATUS_RELEASE_GATE.csv:row_0914,cr3bp_burnout_speed_from_c,cr3bp_burnout_speed_from_C,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_libra"
SEQ-090,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,324,"PORT_STATUS_RELEASE_GATE.csv:row_0922,cr3bp_collinear_bracket,cr3bp_collinear_bracket,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/cur"
SEQ-091,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,325,"PORT_STATUS_RELEASE_GATE.csv:row_0923,cr3bp_collinear_f,cr3bp_collinear_f,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_cr3bp_sc"
SEQ-092,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,326,"PORT_STATUS_RELEASE_GATE.csv:row_0924,cr3bp_collinear_roots,cr3bp_collinear_roots,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_"
SEQ-093,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,304,"PORT_STATUS_RELEASE_GATE.csv:row_0902,cr3bp_distances,cr3bp_distances,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_cr3bp_scilab"
SEQ-094,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,332,"PORT_STATUS_RELEASE_GATE.csv:row_0930,cr3bp_earth_moon_params,cr3bp_earth_moon_params,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/cur"
SEQ-095,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,305,"PORT_STATUS_RELEASE_GATE.csv:row_0903,cr3bp_inertial_accel_components,cr3bp_inertial_accel_components,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_sc"
SEQ-096,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,306,"PORT_STATUS_RELEASE_GATE.csv:row_0904,cr3bp_initial_state_from_primary1,cr3bp_initial_state_from_primary1,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_section"
SEQ-097,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,317,"PORT_STATUS_RELEASE_GATE.csv:row_0915,cr3bp_jacobi_c,cr3bp_jacobi_C,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_cr3bp_scilab/s"
SEQ-098,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,318,"PORT_STATUS_RELEASE_GATE.csv:row_0916,cr3bp_jacobi_standard,cr3bp_jacobi_standard,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_"
SEQ-099,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,327,"PORT_STATUS_RELEASE_GATE.csv:row_0925,cr3bp_l4_l5_stability,cr3bp_l4_l5_stability,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_"
SEQ-100,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,319,"PORT_STATUS_RELEASE_GATE.csv:row_0917,cr3bp_lagrange_c_values,cr3bp_lagrange_C_values,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/cur"
SEQ-101,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,328,"PORT_STATUS_RELEASE_GATE.csv:row_0926,cr3bp_lagrange_points,cr3bp_lagrange_points,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_"
SEQ-102,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,333,"PORT_STATUS_RELEASE_GATE.csv:row_0931,cr3bp_make_system,cr3bp_make_system,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_cr3bp_sc"
SEQ-103,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,307,"PORT_STATUS_RELEASE_GATE.csv:row_0905,cr3bp_propagate_2d,cr3bp_propagate_2d,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_cr3bp_"
SEQ-104,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,308,"PORT_STATUS_RELEASE_GATE.csv:row_0906,cr3bp_propagate_3d,cr3bp_propagate_3d,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_cr3bp_"
SEQ-105,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,309,"PORT_STATUS_RELEASE_GATE.csv:row_0907,cr3bp_rates_2d,cr3bp_rates_2d,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_cr3bp_scilab/s"
SEQ-106,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,310,"PORT_STATUS_RELEASE_GATE.csv:row_0908,cr3bp_rates_3d,cr3bp_rates_3d,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_cr3bp_scilab/s"
SEQ-107,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,311,"PORT_STATUS_RELEASE_GATE.csv:row_0909,cr3bp_rkf45_step_2d,cr3bp_rkf45_step_2d,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_cr3b"
SEQ-108,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,312,"PORT_STATUS_RELEASE_GATE.csv:row_0910,cr3bp_rkf45_step_3d,cr3bp_rkf45_step_3d,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_cr3b"
SEQ-109,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,313,"PORT_STATUS_RELEASE_GATE.csv:row_0911,cr3bp_rotating_to_inertial_state,cr3bp_rotating_to_inertial_state,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_"
SEQ-110,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,334,"PORT_STATUS_RELEASE_GATE.csv:row_0932,cr3bp_sun_earth_params,cr3bp_sun_earth_params,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curti"
SEQ-111,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,320,"PORT_STATUS_RELEASE_GATE.csv:row_0918,cr3bp_v2_from_jacobi,cr3bp_v2_from_jacobi,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_cr"
SEQ-112,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,321,"PORT_STATUS_RELEASE_GATE.csv:row_0919,cr3bp_zero_velocity_grid,cr3bp_zero_velocity_grid,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/c"
SEQ-113,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,322,"PORT_STATUS_RELEASE_GATE.csv:row_0920,cr3bp_zero_velocity_value,cr3bp_zero_velocity_value,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library"
SEQ-140,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,137,"PORT_STATUS_RELEASE_GATE.csv:row_0532,num_step_update_rkf,num_step_update_rkf,source_scilab/curtis_section09_numerical_algorithms/src/num_step_update_rkf.sci,iterative_solver,blocked_until_solver_policy,generic numerical algorithms and toy "
SEQ-141,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,138,"PORT_STATUS_RELEASE_GATE.csv:row_0533,num_taylor_series_scalar,num_taylor_series_scalar,source_scilab/curtis_section09_numerical_algorithms/src/num_taylor_series_scalar.sci,iterative_solver,blocked_until_solver_policy,generic numerical algo"
SEQ-147,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,139,"PORT_STATUS_RELEASE_GATE.csv:row_0538,ode_heun,ode_heun,source_scilab/curtis_section09_numerical_algorithms/src/ode_heun.sci,iterative_solver,blocked_until_solver_policy,generic numerical algorithms and toy dynamics,""solver tolerance, conve"
SEQ-148,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,140,"PORT_STATUS_RELEASE_GATE.csv:row_0539,ode_heun_step,ode_heun_step,source_scilab/curtis_section09_numerical_algorithms/src/ode_heun_step.sci,iterative_solver,blocked_until_solver_policy,generic numerical algorithms and toy dynamics,""solver t"
SEQ-149,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,141,"PORT_STATUS_RELEASE_GATE.csv:row_0540,ode_integrate_fixed_output,ode_integrate_fixed_output,source_scilab/curtis_section09_numerical_algorithms/src/ode_integrate_fixed_output.sci,iterative_solver,blocked_until_solver_policy,generic numerica"
SEQ-150,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,142,"PORT_STATUS_RELEASE_GATE.csv:row_0541,ode_rk1_4,ode_rk1_4,source_scilab/curtis_section09_numerical_algorithms/src/ode_rk1_4.sci,iterative_solver,blocked_until_solver_policy,generic numerical algorithms and toy dynamics,ODE/integration/numer"
SEQ-151,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,143,"PORT_STATUS_RELEASE_GATE.csv:row_0542,ode_rk1_4_step,ode_rk1_4_step,source_scilab/curtis_section09_numerical_algorithms/src/ode_rk1_4_step.sci,iterative_solver,blocked_until_solver_policy,generic numerical algorithms and toy dynamics,ODE/in"
SEQ-152,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,144,"PORT_STATUS_RELEASE_GATE.csv:row_0543,ode_rk_tableau,ode_rk_tableau,source_scilab/curtis_section09_numerical_algorithms/src/ode_rk_tableau.sci,external_data_required,blocked_until_source_review,generic numerical algorithms and toy dynamics,"
SEQ-153,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,145,"PORT_STATUS_RELEASE_GATE.csv:row_0544,ode_rkf45,ode_rkf45,source_scilab/curtis_section09_numerical_algorithms/src/ode_rkf45.sci,iterative_solver,blocked_until_solver_policy,generic numerical algorithms and toy dynamics,""solver tolerance, co"
SEQ-154,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,146,"PORT_STATUS_RELEASE_GATE.csv:row_0545,ode_rkf45_step,ode_rkf45_step,source_scilab/curtis_section09_numerical_algorithms/src/ode_rkf45_step.sci,iterative_solver,blocked_until_solver_policy,generic numerical algorithms and toy dynamics,""solve"
SEQ-158,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,147,"PORT_STATUS_RELEASE_GATE.csv:row_0547,rates_lorenz,rates_lorenz,source_scilab/curtis_section09_numerical_algorithms/src/rates_lorenz.sci,iterative_solver,blocked_until_solver_policy,generic numerical algorithms and toy dynamics,ODE/integrat"
SEQ-166,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,330,"PORT_STATUS_RELEASE_GATE.csv:row_0928,cr3bp_rkf45_step_2d,rkf45_param,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_cr3bp_scilab"
SEQ-167,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,331,"PORT_STATUS_RELEASE_GATE.csv:row_0929,cr3bp_rkf45_step_2d,rkf45_step_param,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_cr3bp_s"
SEQ-178,2,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,565,"PORT_STATUS_RELEASE_GATE.csv:row_1321,sgp4_constants,sgp4_constants,M06_vallado_sgp4/01_Vallado_2006_Revisiting_Spacetrack_Report_3/sgp4_scilab_package_v3/sgp4_scilab_v3/macros/sgp4_constants.sci,sgp4_teme_sensitive,blocked_until_frame_time"
SHA256SUMS,2,2,needs_registry_or_waiver,false,false,false,.github/workflows/ci.yml,19,- run: sha256sum -c checksums/SHA256SUMS
SOI,2,2,needs_registry_or_waiver,false,false,false,archive/prompts/Pasted markdown.md,1196,SOI radius positive and less than primary distance for typical planet/star mass ratio
SPICE,2,2,needs_registry_or_waiver,false,false,false,validation/source_registry/astrodynamics_transfer_celestial_basics.yaml,22,"- No ephemeris engine, mission-design optimizer, propagator, astrodynamics toolkit wrapper, native library, SPICE interface, FFI, or foreign runtime dependency is included."
T0,2,2,chemical_formula_or_unit_symbol,false,false,false,crates/aero-codex-propulsion/src/lib.rs,255,/// Implements `mdot/A = p0*sqrt(gamma/(R*T0)) * (2/(gamma+1))^((gamma+1)/(2*(gamma-1)))`.
T003,2,1,chemical_formula_or_unit_symbol,false,false,false,docs/phase_0_001/tracked_tasks.md,58,### AC-P0.001-T003 — Atmosphere source review and layer plan
T006,2,1,chemical_formula_or_unit_symbol,false,false,false,docs/phase_0_001/tracked_tasks.md,85,### AC-P0.001-T006 — Aerodynamics and flight-dynamics source review
T014,2,1,chemical_formula_or_unit_symbol,false,false,false,docs/phase_0_001/tracked_tasks.md,157,### AC-P0.001-T014 — Nozzle flow with choking
T019,2,1,chemical_formula_or_unit_symbol,false,false,false,docs/phase_0_001/tracked_tasks.md,202,### AC-P0.001-T019 — Life-support stoichiometry and crop-productivity source research
T021,2,1,chemical_formula_or_unit_symbol,false,false,false,docs/phase_0_001/tracked_tasks.md,220,### AC-P0.001-T021 — Public docs landing page and examples
T024,2,1,chemical_formula_or_unit_symbol,false,false,false,docs/phase_0_001/tracked_tasks.md,247,### AC-P0.001-T024 — Thin-film BLSS orchestration boundary
T2/T1,2,1,compound_registered_or_known,false,false,false,crates/aero-codex-gas-dynamics/src/lib.rs,39,"/// Codex ID for the normal-shock static-temperature ratio, `T2/T1`."
TAN,2,1,needs_registry_or_waiver,false,false,false,crates/aero-codex-flight-dynamics/src/lib.rs,43,const LEVEL_TURN_TAN_EPSILON: f64 = 1.0e-12;
TEMPLATE,2,2,needs_registry_or_waiver,false,false,false,ARTIFACT_MANIFEST.md,56,- `.github/PULL_REQUEST_TEMPLATE.md`
TOKENS,2,1,needs_registry_or_waiver,false,false,false,xtask/src/main.rs,168,const FORBIDDEN_DEPENDENCY_TOKENS: &[&str] = &[
VERIFIED,2,1,needs_registry_or_waiver,false,false,false,crates/aero-codex-constants/src/lib.rs,101,pub const SOLAR_GRAVITATIONAL_PARAMETER_PLACEHOLDER_VERIFIED: bool = false;
WARN,2,1,needs_registry_or_waiver,false,false,false,nomenclature/docs/ACX-NOM-001.md,880,11. If candidate is deprecated: WARN or ERROR depending on context.
YYYY-MM-DD,2,1,needs_registry_or_waiver,false,false,false,nomenclature/templates/ACRONYM_PROPOSAL.md,24,retrieved_at: <YYYY-MM-DD or null>
ACX-NOM-,1,1,compound_registered_or_known,false,false,false,nomenclature/schemas/waiver.schema.json,38,"""pattern"": ""^ACX-NOM-[EW]"""
ACX-NOM-WAIVER-,1,1,needs_registry_or_waiver,false,false,false,nomenclature/schemas/waiver.schema.json,34,"""pattern"": ""^ACX-NOM-WAIVER-"""
AERODYNAMICS,1,1,uppercase_word_or_heading,false,false,false,crates/aero-codex-aerodynamics/src/lib.rs,38,pub const SOURCE_ID_AERODYNAMICS_BASIC_COEFFICIENTS: &str = SOURCE_ID_AERODYNAMIC_COEFFICIENTS;
ATC,1,1,needs_registry_or_waiver,false,false,false,nomenclature/registry/terminology_sources.yaml,93,"- Prefer FAA meanings for FAA documents, Advisory Circulars, AIM references, airspace, airports, ATC, and certification material."
BRIDGE,1,1,needs_registry_or_waiver,false,false,false,nomenclature/README.md,66,│   ├── RUST_MATH_BRIDGE.yaml
BVAD/ECLSS/ALS,1,1,needs_registry_or_waiver,false,false,false,docs/phase_0_001/microtask_log.md,1175,"- Exact NASA BVAD/ECLSS/ALS source editions, crop-productivity references, equation/table/page locators, units, accounting boundaries, storage and quality assumptions, representative examples, and tolerances remain pending source review."
C-C,1,1,compound_registered_or_known,false,false,false,source_material/new_thinfilm/blss_thinfilm_report.tex,420,"-D_C\nabla C\cdot \bm n&=k_C(C-C^*),\label{eq:carbon_bc}\\"
CARGO,1,1,needs_registry_or_waiver,false,false,false,xtask/src/main.rs,305,"PathBuf::from(env!(""CARGO_MANIFEST_DIR""))"
