m07_row_id_or_alias,rust_function_alias,scilab_function_alias_if_known,source_file_locator,formula_family,risk_tier,likely_domain,unit/frame/time_dependency,numerical_sensitivity,singularity_or_branch_risk,external_data_required,recommended_chunk_group,implementation_readiness,block_reason,required_validation_evidence,notes
PORT_STATUS_RELEASE_GATE.csv:row_1289,rvd_exhaust_velocity_from_isp,rvd_exhaust_velocity_from_isp,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_section06_rocket_vehicle_dynamics_scilab/src/rvd_thrust.sci,orbit_two_body,high_risk_requires_numerical_policy,rocket vehicle ascent/staging/trajectory formulas,"rocket/ascent model, atmosphere/gravity assumptions, units, and numerical policy required",high for ascent/trajectory/optimization; medium for closed-form staging,"staging optimum, trajectory integration, burnout, and atmospheric-model branches unresolved",possible_model_constant_or_fixture_required,9E_rocket_vehicle_policy_then_bounded_scalar_slice,blocked_until_rocket_trajectory_or_staging_policy,blocked_until_rocket_vehicle_model_and_solver_policy,model contract; example regressions; unit tests; source equivalence; no flight/performance readiness claim; scilab_equivalence_job_alias=SEQ-176,Rocket/ascent/staging domain pattern.
PORT_STATUS_RELEASE_GATE.csv:row_1290,rvd_isp_from_thrust,rvd_isp_from_thrust,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_section06_rocket_vehicle_dynamics_scilab/src/rvd_thrust.sci,orbit_two_body,high_risk_requires_numerical_policy,rocket vehicle ascent/staging/trajectory formulas,"rocket/ascent model, atmosphere/gravity assumptions, units, and numerical policy required",high for ascent/trajectory/optimization; medium for closed-form staging,"staging optimum, trajectory integration, burnout, and atmospheric-model branches unresolved",possible_model_constant_or_fixture_required,9E_rocket_vehicle_policy_then_bounded_scalar_slice,blocked_until_rocket_trajectory_or_staging_policy,blocked_until_rocket_vehicle_model_and_solver_policy,model contract; example regressions; unit tests; source equivalence; no flight/performance readiness claim; scilab_equivalence_job_alias=SEQ-176,Rocket/ascent/staging domain pattern.
PORT_STATUS_RELEASE_GATE.csv:row_1291,rvd_mass_at_time,rvd_mass_at_time,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_section06_rocket_vehicle_dynamics_scilab/src/rvd_thrust.sci,orbit_two_body,high_risk_requires_numerical_policy,rocket vehicle ascent/staging/trajectory formulas,"rocket/ascent model, atmosphere/gravity assumptions, units, and numerical policy required",high for ascent/trajectory/optimization; medium for closed-form staging,"staging optimum, trajectory integration, burnout, and atmospheric-model branches unresolved",possible_model_constant_or_fixture_required,9E_rocket_vehicle_policy_then_bounded_scalar_slice,blocked_until_rocket_trajectory_or_staging_policy,blocked_until_rocket_vehicle_model_and_solver_policy,model contract; example regressions; unit tests; source equivalence; no flight/performance readiness claim; scilab_equivalence_job_alias=SEQ-176,Rocket/ascent/staging domain pattern.
PORT_STATUS_RELEASE_GATE.csv:row_1292,rvd_mass_flow_from_thrust,rvd_mass_flow_from_thrust,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_section06_rocket_vehicle_dynamics_scilab/src/rvd_thrust.sci,orbit_two_body,high_risk_requires_numerical_policy,rocket vehicle ascent/staging/trajectory formulas,"rocket/ascent model, atmosphere/gravity assumptions, units, and numerical policy required",high for ascent/trajectory/optimization; medium for closed-form staging,"staging optimum, trajectory integration, burnout, and atmospheric-model branches unresolved",possible_model_constant_or_fixture_required,9E_rocket_vehicle_policy_then_bounded_scalar_slice,blocked_until_rocket_trajectory_or_staging_policy,blocked_until_rocket_vehicle_model_and_solver_policy,model contract; example regressions; unit tests; source equivalence; no flight/performance readiness claim; scilab_equivalence_job_alias=SEQ-176,Rocket/ascent/staging domain pattern.
PORT_STATUS_RELEASE_GATE.csv:row_1293,rvd_thrust_from_effective_exhaust,rvd_thrust_from_effective_exhaust,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_section06_rocket_vehicle_dynamics_scilab/src/rvd_thrust.sci,orbit_two_body,high_risk_requires_numerical_policy,rocket vehicle ascent/staging/trajectory formulas,"rocket/ascent model, atmosphere/gravity assumptions, units, and numerical policy required",high for ascent/trajectory/optimization; medium for closed-form staging,"staging optimum, trajectory integration, burnout, and atmospheric-model branches unresolved",possible_model_constant_or_fixture_required,9E_rocket_vehicle_policy_then_bounded_scalar_slice,blocked_until_rocket_trajectory_or_staging_policy,blocked_until_rocket_vehicle_model_and_solver_policy,model contract; example regressions; unit tests; source equivalence; no flight/performance readiness claim; scilab_equivalence_job_alias=SEQ-176,Rocket/ascent/staging domain pattern.
PORT_STATUS_RELEASE_GATE.csv:row_1294,rvd_thrust_from_nozzle,rvd_thrust_from_nozzle,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_section06_rocket_vehicle_dynamics_scilab/src/rvd_thrust.sci,orbit_two_body,high_risk_requires_numerical_policy,rocket vehicle ascent/staging/trajectory formulas,"rocket/ascent model, atmosphere/gravity assumptions, units, and numerical policy required",high for ascent/trajectory/optimization; medium for closed-form staging,"staging optimum, trajectory integration, burnout, and atmospheric-model branches unresolved",possible_model_constant_or_fixture_required,9E_rocket_vehicle_policy_then_bounded_scalar_slice,blocked_until_rocket_trajectory_or_staging_policy,blocked_until_rocket_vehicle_model_and_solver_policy,model contract; example regressions; unit tests; source equivalence; no flight/performance readiness claim; scilab_equivalence_job_alias=SEQ-176,Rocket/ascent/staging domain pattern.
PORT_STATUS_RELEASE_GATE.csv:row_1295,rvd_vehicle_mass_rate,rvd_vehicle_mass_rate,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_section06_rocket_vehicle_dynamics_scilab/src/rvd_thrust.sci,orbit_two_body,high_risk_requires_numerical_policy,rocket vehicle ascent/staging/trajectory formulas,"rocket/ascent model, atmosphere/gravity assumptions, units, and numerical policy required",high for ascent/trajectory/optimization; medium for closed-form staging,"staging optimum, trajectory integration, burnout, and atmospheric-model branches unresolved",possible_model_constant_or_fixture_required,9E_rocket_vehicle_policy_then_bounded_scalar_slice,blocked_until_rocket_trajectory_or_staging_policy,blocked_until_rocket_vehicle_model_and_solver_policy,model contract; example regressions; unit tests; source equivalence; no flight/performance readiness claim; scilab_equivalence_job_alias=SEQ-176,Rocket/ascent/staging domain pattern.
PORT_STATUS_RELEASE_GATE.csv:row_1296,rvd_assert_fraction,rvd_assert_fraction,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_section06_rocket_vehicle_dynamics_scilab/src/rvd_util.sci,ambiguous_source_or_contract,do_not_import,rocket vehicle ascent/staging/trajectory formulas,test/assertion helper; not a standalone research equation candidate,not applicable as equation candidate,assertion tolerance policy if retained in tests only,no_by_metadata_locator_only,8D_deduplicate_helpers_and_test_utility_policy,do_not_promote_public_formula,blocked_test_helper_or_duplicate_utility_not_formula,"if used, test-only utility policy and no public API promotion; scilab_equivalence_job_alias=SEQ-177",Assertion/comparison helper pattern.
PORT_STATUS_RELEASE_GATE.csv:row_1297,rvd_assert_positive,rvd_assert_positive,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_section06_rocket_vehicle_dynamics_scilab/src/rvd_util.sci,ambiguous_source_or_contract,do_not_import,rocket vehicle ascent/staging/trajectory formulas,test/assertion helper; not a standalone research equation candidate,not applicable as equation candidate,assertion tolerance policy if retained in tests only,no_by_metadata_locator_only,8D_deduplicate_helpers_and_test_utility_policy,do_not_promote_public_formula,blocked_test_helper_or_duplicate_utility_not_formula,"if used, test-only utility policy and no public API promotion; scilab_equivalence_job_alias=SEQ-177",Assertion/comparison helper pattern.
PORT_STATUS_RELEASE_GATE.csv:row_1299,rvd_default_re,rvd_default_Re,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_section06_rocket_vehicle_dynamics_scilab/src/rvd_util.sci,orbit_two_body,high_risk_requires_numerical_policy,rocket vehicle ascent/staging/trajectory formulas,"rocket/ascent model, atmosphere/gravity assumptions, units, and numerical policy required",high for ascent/trajectory/optimization; medium for closed-form staging,"staging optimum, trajectory integration, burnout, and atmospheric-model branches unresolved",possible_model_constant_or_fixture_required,9E_rocket_vehicle_policy_then_bounded_scalar_slice,blocked_until_rocket_trajectory_or_staging_policy,blocked_until_rocket_vehicle_model_and_solver_policy,model contract; example regressions; unit tests; source equivalence; no flight/performance readiness claim; scilab_equivalence_job_alias=SEQ-177,Rocket/ascent/staging domain pattern.
PORT_STATUS_RELEASE_GATE.csv:row_1300,rvd_default_g0,rvd_default_g0,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_section06_rocket_vehicle_dynamics_scilab/src/rvd_util.sci,orbit_two_body,high_risk_requires_numerical_policy,rocket vehicle ascent/staging/trajectory formulas,"rocket/ascent model, atmosphere/gravity assumptions, units, and numerical policy required",high for ascent/trajectory/optimization; medium for closed-form staging,"staging optimum, trajectory integration, burnout, and atmospheric-model branches unresolved",possible_model_constant_or_fixture_required,9E_rocket_vehicle_policy_then_bounded_scalar_slice,blocked_until_rocket_trajectory_or_staging_policy,blocked_until_rocket_vehicle_model_and_solver_policy,model contract; example regressions; unit tests; source equivalence; no flight/performance readiness claim; scilab_equivalence_job_alias=SEQ-177,Rocket/ascent/staging domain pattern.
PORT_STATUS_RELEASE_GATE.csv:row_1302,rvd_getfield,rvd_getfield,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_section06_rocket_vehicle_dynamics_scilab/src/rvd_util.sci,orbit_two_body,high_risk_requires_numerical_policy,rocket vehicle ascent/staging/trajectory formulas,"rocket/ascent model, atmosphere/gravity assumptions, units, and numerical policy required",high for ascent/trajectory/optimization; medium for closed-form staging,"staging optimum, trajectory integration, burnout, and atmospheric-model branches unresolved",possible_model_constant_or_fixture_required,9E_rocket_vehicle_policy_then_bounded_scalar_slice,blocked_until_rocket_trajectory_or_staging_policy,blocked_until_rocket_vehicle_model_and_solver_policy,model contract; example regressions; unit tests; source equivalence; no flight/performance readiness claim; scilab_equivalence_job_alias=SEQ-177,Rocket/ascent/staging domain pattern.
PORT_STATUS_RELEASE_GATE.csv:row_1304,rvd_vecsum_from_index,rvd_vecsum_from_index,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_section06_rocket_vehicle_dynamics_scilab/src/rvd_util.sci,orbit_two_body,high_risk_requires_numerical_policy,rocket vehicle ascent/staging/trajectory formulas,"rocket/ascent model, atmosphere/gravity assumptions, units, and numerical policy required",high for ascent/trajectory/optimization; medium for closed-form staging,"staging optimum, trajectory integration, burnout, and atmospheric-model branches unresolved",possible_model_constant_or_fixture_required,9E_rocket_vehicle_policy_then_bounded_scalar_slice,blocked_until_rocket_trajectory_or_staging_policy,blocked_until_rocket_vehicle_model_and_solver_policy,model contract; example regressions; unit tests; source equivalence; no flight/performance readiness claim; scilab_equivalence_job_alias=SEQ-177,Rocket/ascent/staging domain pattern.
PORT_STATUS_RELEASE_GATE.csv:row_1305,ecef_to_az_el,ecef_to_az_el,M06_vallado_sgp4/01_Vallado_2006_Revisiting_Spacetrack_Report_3/sgp4_scilab_package_v3/sgp4_scilab_v3/macros/coord_utils.sci,sgp4_teme_sensitive,blocked_until_frame_time_policy,Vallado SGP4/TLE/TEME-sensitive routines,TEME/ECEF/PEF frame and TLE epoch/time-scale policy required,high; SGP4/TLE propagation and coordinate conversions require dedicated Vallado regression,"deep-space/resonance, epoch, and frame-transform edge cases unresolved",yes_for_tle_or_vallado_fixture_rows,10C_sgp4_teme_oracle_and_frame_time_gate,blocked_until_sgp4_oracle_and_frame_time_policy,blocked_until_vallado_sgp4_deep_space_teme_time_policy_and_fixtures,Vallado SGP4 verification suite; TLE parse/checksum fixtures; frame/time oracle; full Rust gates; Scilab equivalence where applicable; scilab_equivalence_job_alias=SEQ-083,M06 SGP4/TEME-sensitive row.
PORT_STATUS_RELEASE_GATE.csv:row_1306,ecef_to_lla,ecef_to_lla,M06_vallado_sgp4/01_Vallado_2006_Revisiting_Spacetrack_Report_3/sgp4_scilab_package_v3/sgp4_scilab_v3/macros/coord_utils.sci,sgp4_teme_sensitive,blocked_until_frame_time_policy,Vallado SGP4/TLE/TEME-sensitive routines,TEME/ECEF/PEF frame and TLE epoch/time-scale policy required,high; SGP4/TLE propagation and coordinate conversions require dedicated Vallado regression,"deep-space/resonance, epoch, and frame-transform edge cases unresolved",yes_for_tle_or_vallado_fixture_rows,10C_sgp4_teme_oracle_and_frame_time_gate,blocked_until_sgp4_oracle_and_frame_time_policy,blocked_until_vallado_sgp4_deep_space_teme_time_policy_and_fixtures,Vallado SGP4 verification suite; TLE parse/checksum fixtures; frame/time oracle; full Rust gates; Scilab equivalence where applicable; scilab_equivalence_job_alias=SEQ-083,M06 SGP4/TEME-sensitive row.
PORT_STATUS_RELEASE_GATE.csv:row_1307,lla_to_ecef,lla_to_ecef,M06_vallado_sgp4/01_Vallado_2006_Revisiting_Spacetrack_Report_3/sgp4_scilab_package_v3/sgp4_scilab_v3/macros/coord_utils.sci,sgp4_teme_sensitive,blocked_until_frame_time_policy,Vallado SGP4/TLE/TEME-sensitive routines,TEME/ECEF/PEF frame and TLE epoch/time-scale policy required,high; SGP4/TLE propagation and coordinate conversions require dedicated Vallado regression,"deep-space/resonance, epoch, and frame-transform edge cases unresolved",yes_for_tle_or_vallado_fixture_rows,10C_sgp4_teme_oracle_and_frame_time_gate,blocked_until_sgp4_oracle_and_frame_time_policy,blocked_until_vallado_sgp4_deep_space_teme_time_policy_and_fixtures,Vallado SGP4 verification suite; TLE parse/checksum fixtures; frame/time oracle; full Rust gates; Scilab equivalence where applicable; scilab_equivalence_job_alias=SEQ-083,M06 SGP4/TEME-sensitive row.
PORT_STATUS_RELEASE_GATE.csv:row_1308,teme_to_ecef,teme_to_ecef,M06_vallado_sgp4/01_Vallado_2006_Revisiting_Spacetrack_Report_3/sgp4_scilab_package_v3/sgp4_scilab_v3/macros/coord_utils.sci,sgp4_teme_sensitive,blocked_until_frame_time_policy,Vallado SGP4/TLE/TEME-sensitive routines,TEME/ECEF/PEF frame and TLE epoch/time-scale policy required,high; SGP4/TLE propagation and coordinate conversions require dedicated Vallado regression,"deep-space/resonance, epoch, and frame-transform edge cases unresolved",yes_for_tle_or_vallado_fixture_rows,10C_sgp4_teme_oracle_and_frame_time_gate,blocked_until_sgp4_oracle_and_frame_time_policy,blocked_until_vallado_sgp4_deep_space_teme_time_policy_and_fixtures,Vallado SGP4 verification suite; TLE parse/checksum fixtures; frame/time oracle; full Rust gates; Scilab equivalence where applicable; scilab_equivalence_job_alias=SEQ-083,M06 SGP4/TEME-sensitive row.
PORT_STATUS_RELEASE_GATE.csv:row_1309,teme_to_pef,teme_to_pef,M06_vallado_sgp4/01_Vallado_2006_Revisiting_Spacetrack_Report_3/sgp4_scilab_package_v3/sgp4_scilab_v3/macros/coord_utils.sci,sgp4_teme_sensitive,blocked_until_frame_time_policy,Vallado SGP4/TLE/TEME-sensitive routines,TEME/ECEF/PEF frame and TLE epoch/time-scale policy required,high; SGP4/TLE propagation and coordinate conversions require dedicated Vallado regression,"deep-space/resonance, epoch, and frame-transform edge cases unresolved",yes_for_tle_or_vallado_fixture_rows,10C_sgp4_teme_oracle_and_frame_time_gate,blocked_until_sgp4_oracle_and_frame_time_policy,blocked_until_vallado_sgp4_deep_space_teme_time_policy_and_fixtures,Vallado SGP4 verification suite; TLE parse/checksum fixtures; frame/time oracle; full Rust gates; Scilab equivalence where applicable; scilab_equivalence_job_alias=SEQ-083,M06 SGP4/TEME-sensitive row.
PORT_STATUS_RELEASE_GATE.csv:row_1310,plot_groundtrack,plot_groundtrack,M06_vallado_sgp4/01_Vallado_2006_Revisiting_Spacetrack_Report_3/sgp4_scilab_package_v3/sgp4_scilab_v3/macros/groundtrack_visibility.sci,ambiguous_source_or_contract,do_not_import,Vallado SGP4/TLE/TEME-sensitive routines,"I/O/reporting/demo utility, not a formula contract candidate",not applicable as equation candidate,not applicable,no_by_metadata_locator_only,10D_do_not_import_io_demo_utility_rows,do_not_promote_public_formula,blocked_not_a_formula_candidate_io_or_reporting_row,none unless retained as provenance-only row; exclude from executable equation count; scilab_equivalence_job_alias=SEQ-126,I/O/reporting name pattern; keep as provenance or test harness context only.
PORT_STATUS_RELEASE_GATE.csv:row_1311,sat_visibility,sat_visibility,M06_vallado_sgp4/01_Vallado_2006_Revisiting_Spacetrack_Report_3/sgp4_scilab_package_v3/sgp4_scilab_v3/macros/groundtrack_visibility.sci,sgp4_teme_sensitive,blocked_until_frame_time_policy,Vallado SGP4/TLE/TEME-sensitive routines,TEME/ECEF/PEF frame and TLE epoch/time-scale policy required,high; SGP4/TLE propagation and coordinate conversions require dedicated Vallado regression,"deep-space/resonance, epoch, and frame-transform edge cases unresolved",yes_for_tle_or_vallado_fixture_rows,10C_sgp4_teme_oracle_and_frame_time_gate,blocked_until_sgp4_oracle_and_frame_time_policy,blocked_until_vallado_sgp4_deep_space_teme_time_policy_and_fixtures,Vallado SGP4 verification suite; TLE parse/checksum fixtures; frame/time oracle; full Rust gates; Scilab equivalence where applicable; scilab_equivalence_job_alias=SEQ-126,M06 SGP4/TEME-sensitive row.
PORT_STATUS_RELEASE_GATE.csv:row_1312,tle_groundtrack,tle_groundtrack,M06_vallado_sgp4/01_Vallado_2006_Revisiting_Spacetrack_Report_3/sgp4_scilab_package_v3/sgp4_scilab_v3/macros/groundtrack_visibility.sci,sgp4_teme_sensitive,blocked_until_frame_time_policy,Vallado SGP4/TLE/TEME-sensitive routines,TEME/ECEF/PEF frame and TLE epoch/time-scale policy required,high; SGP4/TLE propagation and coordinate conversions require dedicated Vallado regression,"deep-space/resonance, epoch, and frame-transform edge cases unresolved",yes_for_tle_or_vallado_fixture_rows,10C_sgp4_teme_oracle_and_frame_time_gate,blocked_until_sgp4_oracle_and_frame_time_policy,blocked_until_vallado_sgp4_deep_space_teme_time_policy_and_fixtures,Vallado SGP4 verification suite; TLE parse/checksum fixtures; frame/time oracle; full Rust gates; Scilab equivalence where applicable; scilab_equivalence_job_alias=SEQ-126,M06 SGP4/TEME-sensitive row.
PORT_STATUS_RELEASE_GATE.csv:row_1313,coe2rv,coe2rv,M06_vallado_sgp4/01_Vallado_2006_Revisiting_Spacetrack_Report_3/sgp4_scilab_package_v3/sgp4_scilab_v3/macros/orbit_utils.sci,sgp4_teme_sensitive,blocked_until_frame_time_policy,Vallado SGP4/TLE/TEME-sensitive routines,TEME/ECEF/PEF frame and TLE epoch/time-scale policy required,high; SGP4/TLE propagation and coordinate conversions require dedicated Vallado regression,"deep-space/resonance, epoch, and frame-transform edge cases unresolved",yes_for_tle_or_vallado_fixture_rows,10C_sgp4_teme_oracle_and_frame_time_gate,blocked_until_sgp4_oracle_and_frame_time_policy,blocked_until_vallado_sgp4_deep_space_teme_time_policy_and_fixtures,Vallado SGP4 verification suite; TLE parse/checksum fixtures; frame/time oracle; full Rust gates; Scilab equivalence where applicable; scilab_equivalence_job_alias=SEQ-155,M06 SGP4/TEME-sensitive row.
PORT_STATUS_RELEASE_GATE.csv:row_1314,kepler_solve,kepler_solve,M06_vallado_sgp4/01_Vallado_2006_Revisiting_Spacetrack_Report_3/sgp4_scilab_package_v3/sgp4_scilab_v3/macros/orbit_utils.sci,sgp4_teme_sensitive,blocked_until_frame_time_policy,Vallado SGP4/TLE/TEME-sensitive routines,TEME/ECEF/PEF frame and TLE epoch/time-scale policy required,high; SGP4/TLE propagation and coordinate conversions require dedicated Vallado regression,"deep-space/resonance, epoch, and frame-transform edge cases unresolved",yes_for_tle_or_vallado_fixture_rows,10C_sgp4_teme_oracle_and_frame_time_gate,blocked_until_sgp4_oracle_and_frame_time_policy,blocked_until_vallado_sgp4_deep_space_teme_time_policy_and_fixtures,Vallado SGP4 verification suite; TLE parse/checksum fixtures; frame/time oracle; full Rust gates; Scilab equivalence where applicable; scilab_equivalence_job_alias=SEQ-155,M06 SGP4/TEME-sensitive row.
PORT_STATUS_RELEASE_GATE.csv:row_1315,newtonnu,newtonnu,M06_vallado_sgp4/01_Vallado_2006_Revisiting_Spacetrack_Report_3/sgp4_scilab_package_v3/sgp4_scilab_v3/macros/orbit_utils.sci,sgp4_teme_sensitive,blocked_until_frame_time_policy,Vallado SGP4/TLE/TEME-sensitive routines,TEME/ECEF/PEF frame and TLE epoch/time-scale policy required,high; SGP4/TLE propagation and coordinate conversions require dedicated Vallado regression,"deep-space/resonance, epoch, and frame-transform edge cases unresolved",yes_for_tle_or_vallado_fixture_rows,10C_sgp4_teme_oracle_and_frame_time_gate,blocked_until_sgp4_oracle_and_frame_time_policy,blocked_until_vallado_sgp4_deep_space_teme_time_policy_and_fixtures,Vallado SGP4 verification suite; TLE parse/checksum fixtures; frame/time oracle; full Rust gates; Scilab equivalence where applicable; scilab_equivalence_job_alias=SEQ-155,M06 SGP4/TEME-sensitive row.
PORT_STATUS_RELEASE_GATE.csv:row_1316,rv2coe,rv2coe,M06_vallado_sgp4/01_Vallado_2006_Revisiting_Spacetrack_Report_3/sgp4_scilab_package_v3/sgp4_scilab_v3/macros/orbit_utils.sci,sgp4_teme_sensitive,blocked_until_frame_time_policy,Vallado SGP4/TLE/TEME-sensitive routines,TEME/ECEF/PEF frame and TLE epoch/time-scale policy required,high; SGP4/TLE propagation and coordinate conversions require dedicated Vallado regression,"deep-space/resonance, epoch, and frame-transform edge cases unresolved",yes_for_tle_or_vallado_fixture_rows,10C_sgp4_teme_oracle_and_frame_time_gate,blocked_until_sgp4_oracle_and_frame_time_policy,blocked_until_vallado_sgp4_deep_space_teme_time_policy_and_fixtures,Vallado SGP4 verification suite; TLE parse/checksum fixtures; frame/time oracle; full Rust gates; Scilab equivalence where applicable; scilab_equivalence_job_alias=SEQ-155,M06 SGP4/TEME-sensitive row.
PORT_STATUS_RELEASE_GATE.csv:row_1317,propagate_tle_file,propagate_tle_file,M06_vallado_sgp4/01_Vallado_2006_Revisiting_Spacetrack_Report_3/sgp4_scilab_package_v3/sgp4_scilab_v3/macros/propagation_utils.sci,sgp4_teme_sensitive,blocked_until_frame_time_policy,Vallado SGP4/TLE/TEME-sensitive routines,TEME/ECEF/PEF frame and TLE epoch/time-scale policy required,high; SGP4/TLE propagation and coordinate conversions require dedicated Vallado regression,"deep-space/resonance, epoch, and frame-transform edge cases unresolved",yes_for_tle_or_vallado_fixture_rows,10C_sgp4_teme_oracle_and_frame_time_gate,blocked_until_sgp4_oracle_and_frame_time_policy,blocked_until_vallado_sgp4_deep_space_teme_time_policy_and_fixtures,Vallado SGP4 verification suite; TLE parse/checksum fixtures; frame/time oracle; full Rust gates; Scilab equivalence where applicable; scilab_equivalence_job_alias=SEQ-156,M06 SGP4/TEME-sensitive row.
PORT_STATUS_RELEASE_GATE.csv:row_1318,propagate_tle_lines,propagate_tle_lines,M06_vallado_sgp4/01_Vallado_2006_Revisiting_Spacetrack_Report_3/sgp4_scilab_package_v3/sgp4_scilab_v3/macros/propagation_utils.sci,sgp4_teme_sensitive,blocked_until_frame_time_policy,Vallado SGP4/TLE/TEME-sensitive routines,TEME/ECEF/PEF frame and TLE epoch/time-scale policy required,high; SGP4/TLE propagation and coordinate conversions require dedicated Vallado regression,"deep-space/resonance, epoch, and frame-transform edge cases unresolved",yes_for_tle_or_vallado_fixture_rows,10C_sgp4_teme_oracle_and_frame_time_gate,blocked_until_sgp4_oracle_and_frame_time_policy,blocked_until_vallado_sgp4_deep_space_teme_time_policy_and_fixtures,Vallado SGP4 verification suite; TLE parse/checksum fixtures; frame/time oracle; full Rust gates; Scilab equivalence where applicable; scilab_equivalence_job_alias=SEQ-156,M06 SGP4/TEME-sensitive row.
PORT_STATUS_RELEASE_GATE.csv:row_1319,sgp4_error_report,sgp4_error_report,M06_vallado_sgp4/01_Vallado_2006_Revisiting_Spacetrack_Report_3/sgp4_scilab_package_v3/sgp4_scilab_v3/macros/propagation_utils.sci,ambiguous_source_or_contract,do_not_import,Vallado SGP4/TLE/TEME-sensitive routines,"I/O/reporting/demo utility, not a formula contract candidate",not applicable as equation candidate,not applicable,no_by_metadata_locator_only,10D_do_not_import_io_demo_utility_rows,do_not_promote_public_formula,blocked_not_a_formula_candidate_io_or_reporting_row,none unless retained as provenance-only row; exclude from executable equation count; scilab_equivalence_job_alias=SEQ-156,I/O/reporting name pattern; keep as provenance or test harness context only.
PORT_STATUS_RELEASE_GATE.csv:row_1320,tle_to_ephemeris_csv,tle_to_ephemeris_csv,M06_vallado_sgp4/01_Vallado_2006_Revisiting_Spacetrack_Report_3/sgp4_scilab_package_v3/sgp4_scilab_v3/macros/propagation_utils.sci,sgp4_teme_sensitive,blocked_until_frame_time_policy,Vallado SGP4/TLE/TEME-sensitive routines,TEME/ECEF/PEF frame and TLE epoch/time-scale policy required,high; SGP4/TLE propagation and coordinate conversions require dedicated Vallado regression,"deep-space/resonance, epoch, and frame-transform edge cases unresolved",yes_for_tle_or_vallado_fixture_rows,10C_sgp4_teme_oracle_and_frame_time_gate,blocked_until_sgp4_oracle_and_frame_time_policy,blocked_until_vallado_sgp4_deep_space_teme_time_policy_and_fixtures,Vallado SGP4 verification suite; TLE parse/checksum fixtures; frame/time oracle; full Rust gates; Scilab equivalence where applicable; scilab_equivalence_job_alias=SEQ-156,M06 SGP4/TEME-sensitive row.
PORT_STATUS_RELEASE_GATE.csv:row_1321,sgp4_constants,sgp4_constants,M06_vallado_sgp4/01_Vallado_2006_Revisiting_Spacetrack_Report_3/sgp4_scilab_package_v3/sgp4_scilab_v3/macros/sgp4_constants.sci,sgp4_teme_sensitive,blocked_until_frame_time_policy,Vallado SGP4/TLE/TEME-sensitive routines,TEME/ECEF/PEF frame and TLE epoch/time-scale policy required,high; SGP4/TLE propagation and coordinate conversions require dedicated Vallado regression,"deep-space/resonance, epoch, and frame-transform edge cases unresolved",yes_for_tle_or_vallado_fixture_rows,10C_sgp4_teme_oracle_and_frame_time_gate,blocked_until_sgp4_oracle_and_frame_time_policy,blocked_until_vallado_sgp4_deep_space_teme_time_policy_and_fixtures,Vallado SGP4 verification suite; TLE parse/checksum fixtures; frame/time oracle; full Rust gates; Scilab equivalence where applicable; scilab_equivalence_job_alias=SEQ-178,M06 SGP4/TEME-sensitive row.
